,Unnamed: 0,location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,foreign_worker,class,application_date,works_outside_US,kmeans_labels
133,133,"Stevens, WA",Washington,0.0,15.0,'existing paid',furniture/equipment,3234,0.0,<1,2,'male single',none,3,'life insurance',27,bank,own,2,'unskilled resident',1,no,Good,9/17/1994,no,2
134,134,"Whatcom, WA",Washington,0.0,20.0,'existing paid',furniture/equipment,1984,0.0,1<=X<4,4,'male single',none,4,'no known property',47,bank,'for free',2,skilled,1,yes,Bad,9/18/1994,yes,0
135,135,"Yakima, WA",Washington,0.0,20.0,'existing paid',radio/tv,3234,0.0,4<=X<7,2,'female div/dep/mar',none,0,'real estate',21,none,own,1,skilled,1,yes,Bad,9/19/1994,yes,2
136,136,"Chippewa, WI",Wisconsin,0.0,12.0,'critical/other existing credit',Unknown,1240,0.0,>=7,4,'female div/dep/mar',none,2,Other,38,none,own,2,skilled,1,yes,Bad,9/20/1994,yes,0
137,137,"Dunn, WI",Wisconsin,0.0,27.0,'delayed previously','used car',8613,0.0,1<=X<4,2,'male single',none,2,car,27,none,own,2,skilled,1,no,Bad,9/21/1994,no,1
138,138,"Kenosha, WI",Wisconsin,0.0,20.0,no credit history,radio/tv,766,0.0,1<=X<4,4,'male single',Unknown,3,'real estate',31,none,own,1,'unskilled resident',1,no,Good,9/22/1994,no,0
139,139,"Racine, WI",Wisconsin,51.64,15.0,'critical/other existing credit',radio/tv,2728,0.0,4<=X<7,4,'male single',guarantor,2,'real estate',35,bank,own,3,skilled,1,yes,Good,9/23/1994,yes,2
140,140,"Rock, WI",Wisconsin,0.0,12.0,'existing paid',radio/tv,1881,0.0,Unknown,2,'female div/dep/mar',none,2,car,44,none,rent,1,'unskilled resident',1,no,Bad,9/24/1994,no,0
141,141,"Milwaukee, WI",Wisconsin,8525.7,6.0,'existing paid','new car',709,7265.64,<1,2,'male mar/wid',none,2,'real estate',27,none,own,1,'unemp/unskilled non res',1,yes,Good,9/25/1994,yes,0
142,142,"Fayette, WV",West Virginia,3.49,36.0,'existing paid',radio/tv,3234,57.17,<1,4,'female div/dep/mar',none,1,'no known property',31,none,own,1,'high qualif/self emp/mgmt',1,no,Bad,9/26/1994,no,2
143,143,"Kanawha, WV",West Virginia,-4570.85,20.0,'existing paid',Unknown,3416,15.64,1<=X<4,0,'male single',Unknown,2,car,27,none,own,1,'high qualif/self emp/mgmt',1,yes,Bad,9/27/1994,yes,2
144,144,"Kanawha, WV",West Virginia,-6400.81,20.0,'existing paid',furniture/equipment,2462,74.69,1<=X<4,2,'male single',none,2,Other,31,none,own,1,Other,1,no,Good,9/28/1994,no,0
145,145,"Raleigh, WV",West Virginia,0.0,21.0,'critical/other existing credit',furniture/equipment,2288,0.0,<1,4,'female div/dep/mar',none,4,'life insurance',23,none,own,1,skilled,1,no,Good,9/29/1994,no,0
146,146,"Wayne, WV",West Virginia,46.06,48.0,'all paid',Unknown,3566,240.61,4<=X<7,0,'male single',none,2,car,30,none,Other,1,skilled,1,yes,Bad,9/30/1994,yes,2
147,147,"Albany, WY",Wyoming,-9858.79,6.0,'critical/other existing credit','new car',860,6.1,>=7,1,'female div/dep/mar',Unknown,4,'no known property',39,none,own,2,Other,1,yes,Good,10/1/1994,yes,0
148,148,"Anchorage, AK",Alaska,0.0,12.0,'critical/other existing credit','new car',682,0.0,4<=X<7,4,'female div/dep/mar',none,3,car,51,none,own,2,skilled,1,no,Good,10/2/1994,no,0
149,149,"Pulaski, AR",Arkansas,0.0,36.0,'critical/other existing credit',furniture/equipment,5371,0.0,1<=X<4,3,'male single',Unknown,2,'life insurance',28,none,own,2,skilled,1,no,Good,10/3/1994,no,2
150,150,"Maricopa, AZ",Arizona,0.0,18.0,no credit history,radio/tv,1582,0.0,>=7,4,Unknown,none,4,car,46,none,own,0,skilled,1,yes,Bad,10/4/1994,yes,0
151,151,"Maricopa, AZ",Arizona,0.0,6.0,'existing paid',Unknown,1346,0.0,>=7,2,'male single',Unknown,4,'no known property',42,bank,Other,1,skilled,2,no,Good,10/5/1994,no,0
152,152,"Pima, AZ",Arizona,0.0,20.0,'existing paid',radio/tv,1924,0.0,1<=X<4,1,'male single',none,4,'life insurance',38,none,own,1,skilled,1,no,Bad,10/6/1994,no,0
153,153,"Alameda, CA",California,0.0,36.0,'existing paid',radio/tv,5848,0.0,1<=X<4,4,'male single',none,1,car,24,none,own,1,skilled,1,no,Bad,10/7/1994,no,2
154,154,"Contra Costa, CA",California,139.47,24.0,'critical/other existing credit','used car',7758,7369.04,>=7,2,'female div/dep/mar',Unknown,4,'no known property',29,none,rent,1,skilled,1,yes,Bad,10/8/1994,yes,1
155,155,"Contra Costa, CA",California,190.98,24.0,'delayed previously',business,6967,438.53,4<=X<7,4,'male single',none,4,car,36,none,rent,1,'high qualif/self emp/mgmt',1,yes,Bad,10/9/1994,yes,1
156,156,"Fresno, CA",California,-5781.67,12.0,'existing paid',furniture/equipment,1282,59.7,1<=X<4,2,'female div/dep/mar',none,4,Other,20,none,rent,1,skilled,1,no,Good,10/10/1994,no,0
157,157,"Kern, CA",California,-2884.07,9.0,'critical/other existing credit',repairs,3234,100.46,>=7,3,'male single',guarantor,4,'real estate',48,none,own,2,skilled,2,yes,Bad,10/11/1994,yes,2
158,158,"Kern, CA",California,-7930.96,12.0,'all paid',retraining,339,22.56,Unknown,4,'male mar/wid',none,1,car,45,bank,own,1,'unskilled resident',1,no,Good,10/12/1994,no,0
159,159,"Los Angeles, CA",California,144.52,20.0,'existing paid','new car',3512,345.1,4<=X<7,2,Unknown,none,3,car,38,bank,own,2,skilled,1,no,Good,10/13/1994,no,2
160,160,"Los Angeles, CA",California,0.0,6.0,'critical/other existing credit',radio/tv,1898,0.0,1<=X<4,1,'male single',none,2,'real estate',34,none,own,2,'unskilled resident',Unknown,no,Good,10/14/1994,no,0
161,161,"San Jose, CA",California,0.0,24.0,no credit history,radio/tv,2872,0.0,>=7,0,Unknown,Unknown,0,'real estate',31,none,own,1,skilled,2,no,Good,10/15/1994,no,2
162,162,"Los Angeles, CA",California,0.0,18.0,'critical/other existing credit','new car',1055,0.0,<1,4,'female div/dep/mar',none,1,'life insurance',30,none,own,2,skilled,1,no,Good,10/16/1994,no,0
163,163,"Los Angeles, CA",California,0.0,20.0,'existing paid','domestic appliance',1262,0.0,4<=X<7,4,'male single',none,3,'life insurance',31,none,own,2,skilled,1,no,Good,10/17/1994,no,0
164,164,"Los Angeles, CA",California,31.09,10.0,'existing paid','new car',7308,52.29,unemployed,2,'male single',none,4,'no known property',70,bank,'for free',1,'high qualif/self emp/mgmt',1,no,Bad,10/18/1994,no,1
165,165,"San Francisco, CA",California,0.0,36.0,'existing paid','new car',909,0.0,>=7,4,Unknown,none,4,'life insurance',36,none,own,1,skilled,1,no,Good,10/19/1994,no,0
166,166,"Los Angeles, CA",California,0.0,6.0,'existing paid',furniture/equipment,2978,0.0,1<=X<4,1,'male single',none,2,car,32,none,own,1,skilled,Unknown,no,Bad,10/20/1994,no,2
167,167,"Monterey, CA",California,-3326.98,18.0,'existing paid',furniture/equipment,1131,33.43,unemployed,4,'female div/dep/mar',none,0,car,33,none,own,1,skilled,1,no,Good,10/21/1994,no,0
168,168,"Orange, CA",California,47.93,11.0,'existing paid',furniture/equipment,1577,7895.35,<1,4,'female div/dep/mar',none,1,'real estate',20,none,own,1,skilled,1,Unknown,Bad,10/22/1994,Unknown,0
169,169,"Riverside, CA",California,0.0,24.0,'existing paid',furniture/equipment,3972,0.0,4<=X<7,2,Unknown,none,4,'life insurance',25,none,rent,0,skilled,1,no,Good,10/23/1994,no,2
170,170,"Sacramento, CA",California,58.87,24.0,'critical/other existing credit',business,1935,60.0,>=7,4,'male div/sep',none,4,'real estate',31,none,Other,2,skilled,1,yes,Good,10/24/1994,yes,0
171,171,"Sacramento, CA",California,-5652.0,15.0,'no credits/all paid','new car',950,62.41,>=7,4,'male single',none,0,car,33,none,rent,2,skilled,2,yes,Bad,10/25/1994,yes,0
172,172,"San Bernardino, CA",California,0.0,12.0,'existing paid',furniture/equipment,763,0.0,1<=X<4,4,'female div/dep/mar',none,1,'real estate',31,Other,own,1,skilled,1,Unknown,Bad,10/26/1994,Unknown,0
173,173,"San Bernardino, CA",California,64.0,24.0,'delayed previously',furniture/equipment,2064,54.99,unemployed,3,'female div/dep/mar',none,0,'life insurance',34,none,own,1,'high qualif/self emp/mgmt',1,yes,Good,10/27/1994,yes,0
174,174,"San Bernardino, CA",California,84.67,8.0,'existing paid',radio/tv,1414,58.58,1<=X<4,4,'male single',guarantor,2,'real estate',33,none,own,1,skilled,1,yes,Good,10/28/1994,yes,0
175,175,"San Diego, CA",California,-4199.42,21.0,'delayed previously',education,3414,56.73,<1,2,'male single',none,0,'life insurance',26,none,own,2,skilled,1,Unknown,Good,10/29/1994,Unknown,2
176,176,"San Francisco, CA",California,0.0,30.0,'all paid','used car',3234,0.0,Unknown,4,'female div/dep/mar',none,1,'real estate',53,bank,own,1,Other,1,yes,Bad,10/30/1994,yes,2
177,177,"San Joaquin, CA",California,-7153.11,12.0,'existing paid',furniture/equipment,2577,26.63,1<=X<4,2,Unknown,none,1,car,31,none,own,1,skilled,Unknown,yes,Good,10/31/1994,yes,0
178,178,"Solano, CA",California,-3587.09,6.0,'critical/other existing credit',radio/tv,338,840.74,>=7,4,'male single',none,4,Other,52,none,own,2,skilled,1,yes,Bad,11/1/1994,yes,0
179,179,"Ventura, CA",California,0.0,12.0,'existing paid',radio/tv,1963,0.0,4<=X<7,4,'male single',Unknown,2,Other,31,none,Other,2,'high qualif/self emp/mgmt',2,yes,Bad,11/2/1994,yes,0
180,180,"El Paso, CO",Colorado,0.0,21.0,'critical/other existing credit',Unknown,571,0.0,>=7,0,'male single',none,4,'real estate',65,none,own,0,skilled,1,yes,Good,11/3/1994,yes,0
181,181,"Denver, CO",Colorado,0.0,36.0,'delayed previously',Unknown,9572,0.0,<1,1,'male div/sep',none,1,car,28,none,own,2,skilled,1,no,Good,11/4/1994,no,1
182,182,"Hartford, CT",Connecticut,55.91,36.0,'delayed previously',Unknown,4455,21.64,1<=X<4,0,'male div/sep',Unknown,2,'real estate',30,stores,own,2,'high qualif/self emp/mgmt',1,yes,Good,11/5/1994,yes,2
183,183,District of Columbia,District of Columbia,-4718.69,21.0,'all paid',Unknown,1647,0.0,1<=X<4,4,'male single',none,2,'life insurance',40,none,Other,2,'unskilled resident',2,no,Bad,11/6/1994,no,0
184,184,"New Castle, DE",Delaware,0.0,24.0,'critical/other existing credit',furniture/equipment,3777,0.0,1<=X<4,4,'male single',none,4,'real estate',50,none,own,1,skilled,1,yes,Bad,11/7/1994,yes,2
185,185,"Chatham, GA",Georgia,190.69,18.0,'critical/other existing credit','new car',884,90.53,>=7,4,'male single',none,4,car,36,bank,own,1,skilled,2,yes,Good,11/8/1994,yes,0
186,186,"Clayton, GA",Georgia,0.0,15.0,no credit history,radio/tv,1360,0.0,1<=X<4,4,Unknown,none,2,'life insurance',31,none,own,2,skilled,1,yes,Bad,11/9/1994,yes,0
187,187,"De Kalb, GA",Georgia,0.0,9.0,'all paid',Unknown,5129,0.0,>=7,2,'female div/dep/mar',none,0,Other,31,bank,'for free',1,'high qualif/self emp/mgmt',Unknown,no,Good,11/10/1994,no,2
188,188,"Dougherty, GA",Georgia,18.61,16.0,'critical/other existing credit','new car',1175,95.88,unemployed,2,'male single',Unknown,3,car,68,none,'for free',3,'unemp/unskilled non res',1,no,Bad,11/11/1994,no,0
189,189,"Dougherty, GA",Georgia,-8569.38,12.0,'existing paid',radio/tv,674,319.57,4<=X<7,4,'male mar/wid',none,0,Other,20,none,own,1,skilled,1,yes,Good,11/12/1994,yes,0
190,190,"Fulton, GA",Georgia,122.36,18.0,'no credits/all paid',furniture/equipment,3244,86.38,1<=X<4,1,'female div/dep/mar',none,0,car,33,bank,own,2,skilled,1,Unknown,Bad,11/13/1994,Unknown,2
191,191,"Fulton, GA",Georgia,0.0,24.0,'existing paid',business,4591,0.0,1<=X<4,2,'male single',none,3,Other,54,none,own,3,Other,Unknown,yes,Bad,11/14/1994,yes,2
192,192,"Gwinnett, GA",Georgia,5.06,48.0,'no credits/all paid',business,3844,0.0,4<=X<7,4,'male single',none,4,'no known property',34,none,Other,1,'unskilled resident',2,Unknown,Good,11/15/1994,Unknown,2
193,193,"Muscogee, GA",Georgia,2.66,27.0,'existing paid',business,3915,90.63,1<=X<4,4,'male single',none,2,Other,36,none,own,1,skilled,2,yes,Good,11/16/1994,yes,2
194,194,"Fulton, GA",Georgia,0.0,6.0,'existing paid',radio/tv,2108,0.0,4<=X<7,2,'male mar/wid',none,2,'real estate',29,none,Other,1,skilled,1,Unknown,Bad,11/17/1994,Unknown,0
195,195,"Honolulu, HI",Hawaii,0.0,45.0,'existing paid',radio/tv,3031,0.0,1<=X<4,0,'male single',guarantor,4,'life insurance',21,none,rent,1,skilled,1,yes,Bad,11/18/1994,yes,2
196,196,"Cook, IL",Illinois,0.0,20.0,'critical/other existing credit',education,1501,0.0,>=7,2,'female div/dep/mar',none,3,car,34,none,own,2,'high qualif/self emp/mgmt',1,yes,Good,11/19/1994,yes,0
197,197,"Vanderburgh, IN",Indiana,0.0,6.0,'critical/other existing credit',radio/tv,1382,0.0,1<=X<4,1,'female div/dep/mar',none,1,car,28,none,own,2,skilled,1,yes,Bad,11/20/1994,yes,0
198,198,"Marion, IN",Indiana,41.55,20.0,'existing paid',furniture/equipment,951,145.16,<1,4,'female div/dep/mar',none,4,car,27,bank,rent,4,skilled,1,yes,Good,11/21/1994,yes,0
199,199,"Fayette, KY",Kentucky,73.46,24.0,'existing paid','used car',2760,0.0,>=7,4,'male single',none,4,'no known property',36,bank,'for free',1,skilled,1,no,Bad,11/22/1994,no,2
200,200,"Jefferson, KY",Kentucky,5.45,18.0,'delayed previously',Unknown,4297,38.61,>=7,4,'male div/sep',none,3,Other,40,none,own,1,'high qualif/self emp/mgmt',1,no,Good,11/23/1994,no,2
201,201,"Madison, KY",Kentucky,0.0,9.0,'critical/other existing credit',Unknown,936,0.0,>=7,0,'male single',none,2,car,31,none,own,2,skilled,1,yes,Bad,11/24/1994,yes,0
202,202,"Caddo, LA",Louisiana,-1525.5,12.0,'existing paid',Unknown,1168,72.61,1<=X<4,4,'male mar/wid',none,3,Other,27,none,own,1,'unskilled resident',1,yes,Bad,11/25/1994,yes,0
203,203,"East Baton Rouge, LA",Louisiana,0.0,27.0,'delayed previously',business,5117,0.0,4<=X<7,3,'male single',none,4,car,31,none,own,2,skilled,Unknown,Unknown,Bad,11/26/1994,Unknown,2
204,204,"Jefferson, LA",Louisiana,-4203.08,12.0,'existing paid',retraining,902,72.58,4<=X<7,4,'male mar/wid',Unknown,4,'life insurance',21,none,rent,1,skilled,1,no,Bad,11/27/1994,no,0
205,205,"Orleans, LA",Louisiana,0.0,12.0,'critical/other existing credit','new car',1495,0.0,>=7,0,'male single',none,1,Other,38,none,own,0,'unskilled resident',2,no,Bad,11/28/1994,no,0
206,206,"Middlesex, MA",Massachusetts,-497.79,30.0,'critical/other existing credit',Unknown,10623,10.76,>=7,3,'male single',none,4,'no known property',38,none,'for free',3,Other,2,no,Good,11/29/1994,no,1
207,207,"Suffolk, MA",Massachusetts,0.0,12.0,'critical/other existing credit',furniture/equipment,1935,0.0,>=7,4,'male single',none,4,'real estate',43,none,Other,3,Other,1,no,Bad,11/30/1994,no,0
208,208,"Anne Arundel, MD",Maryland,93.51,12.0,'critical/other existing credit','domestic appliance',1424,69.55,4<=X<7,0,'male single',none,3,'life insurance',26,none,own,1,Other,1,no,Bad,12/1/1994,no,0
209,209,"Prince George's, MD",Maryland,-1515.21,24.0,'existing paid',business,6568,9.01,1<=X<4,2,Unknown,none,2,car,21,stores,own,1,'unskilled resident',1,Unknown,Good,12/2/1994,Unknown,2
210,210,"Baltimore city, MD",Maryland,0.0,12.0,'existing paid','used car',1413,0.0,4<=X<7,3,'male single',Unknown,2,'life insurance',55,none,own,0,skilled,Unknown,no,Good,12/3/1994,no,0
211,211,"Kalamazoo, MI",Michigan,0.0,9.0,'critical/other existing credit',radio/tv,3074,0.0,Unknown,1,Unknown,none,2,'real estate',33,none,Other,2,skilled,2,no,Bad,12/4/1994,no,2
212,212,"Saginaw, MI",Michigan,0.0,36.0,'existing paid',radio/tv,3835,0.0,>=7,2,'female div/dep/mar',none,4,'real estate',45,none,own,1,'unskilled resident',1,yes,Bad,12/5/1994,yes,2
213,213,"Wayne, MI",Michigan,-2297.6,27.0,'no credits/all paid',business,5293,25.73,unemployed,2,'male single',none,0,Other,31,stores,Other,2,skilled,1,no,Good,12/6/1994,no,2
214,214,"Wayne, MI",Michigan,7044.86,30.0,'delayed previously',business,1908,57.07,>=7,4,'male single',none,4,'real estate',66,none,own,1,'high qualif/self emp/mgmt',1,no,Bad,12/7/1994,no,0
215,215,"Greene, MO",Missouri,0.0,36.0,no credit history,radio/tv,3342,0.0,>=7,4,Unknown,none,0,car,31,none,own,0,skilled,1,yes,Good,12/8/1994,yes,2
216,216,"Greene, MO",Missouri,119.36,6.0,'critical/other existing credit',Unknown,932,0.0,Unknown,1,'female div/dep/mar',none,3,'life insurance',39,none,own,2,'unskilled resident',1,no,Good,12/9/1994,no,0
217,217,"Rolla, MO",Missouri,0.0,18.0,'no credits/all paid',business,3104,0.0,4<=X<7,0,'male single',none,1,'life insurance',31,bank,own,1,skilled,1,no,Good,12/10/1994,no,2
218,218,"Greene, MO",Missouri,8427.47,36.0,'existing paid',radio/tv,3913,94.68,1<=X<4,2,'male single',Unknown,0,'real estate',23,none,own,1,skilled,1,no,Bad,12/11/1994,no,2
219,219,"Jefferson City, MO",Missouri,-5135.08,24.0,'existing paid',furniture/equipment,3021,0.0,1<=X<4,2,'male div/sep',none,2,'real estate',24,none,rent,1,'unskilled resident',1,no,Good,12/12/1994,no,2
220,220,"Jackson, MO",Missouri,0.0,10.0,'existing paid','new car',1364,0.0,1<=X<4,2,'female div/dep/mar',none,4,Other,64,Other,own,1,skilled,1,yes,Bad,12/13/1994,yes,0
221,221,"Jefferson City, MO",Missouri,41.29,12.0,'existing paid',Unknown,625,27.59,<1,4,'male mar/wid',guarantor,1,'real estate',26,bank,own,1,'unskilled resident',1,yes,Bad,12/14/1994,yes,0
222,222,"Forrest, MS",Mississippi,-2287.81,12.0,no credit history,education,1200,0.0,1<=X<4,4,'female div/dep/mar',none,4,Other,23,bank,rent,0,skilled,1,yes,Good,12/15/1994,yes,0
223,223,"Hinds, MS",Mississippi,0.0,12.0,'existing paid',Unknown,707,0.0,1<=X<4,4,'male single',none,2,'real estate',30,bank,own,2,skilled,1,yes,Good,12/16/1994,yes,0
224,224,"Cumberland, NC",North Carolina,0.0,24.0,'delayed previously',Unknown,2978,0.0,1<=X<4,4,'male single',none,4,'real estate',32,none,own,2,Other,2,yes,Good,12/17/1994,yes,2
225,225,"Nash, NC",North Carolina,0.0,15.0,'existing paid','used car',4657,0.0,1<=X<4,3,'male single',none,2,car,30,Other,own,1,skilled,1,yes,Good,12/18/1994,yes,2
226,226,"Guilford, NC",North Carolina,0.0,36.0,'no credits/all paid',repairs,2613,0.0,1<=X<4,4,'male single',Unknown,2,car,27,none,own,0,skilled,1,no,Bad,12/19/1994,no,0
227,227,"Mecklenburg, NC",North Carolina,149.22,20.0,'existing paid',radio/tv,10961,2648.91,4<=X<7,1,'male single','co applicant',2,'no known property',27,bank,own,2,skilled,1,no,Bad,12/20/1994,no,1
228,228,"Pitt, NC",North Carolina,-4808.4,12.0,'existing paid',furniture/equipment,7865,0.0,>=7,0,'male single',none,0,'no known property',53,none,Other,1,'high qualif/self emp/mgmt',1,no,Good,12/21/1994,no,1
229,229,"Hillsborough, NH",New Hampshire,0.0,9.0,'existing paid',radio/tv,1478,0.0,4<=X<7,4,'male single',none,2,car,22,none,own,1,skilled,Unknown,no,Bad,12/22/1994,no,0
230,230,"Atlantic, NJ",New Jersey,0.0,24.0,'existing paid',furniture/equipment,3149,0.0,<1,4,'male single',none,1,'no known property',22,bank,'for free',1,skilled,1,no,Bad,12/23/1994,no,2
231,231,"Burlington, NJ",New Jersey,7308.81,36.0,'existing paid',Unknown,4210,7.28,1<=X<4,4,'male single',none,2,car,26,Other,own,1,skilled,1,no,Good,12/24/1994,no,2
232,232,"Camden, NJ",New Jersey,0.0,9.0,'existing paid','new car',2507,0.0,Unknown,2,'male single',Unknown,4,'no known property',51,none,'for free',0,'unskilled resident',1,no,Good,12/25/1994,no,0
233,233,"Essex, NJ",New Jersey,0.0,12.0,no credit history,radio/tv,2141,0.0,4<=X<7,3,'male single',none,1,'no known property',35,none,own,1,skilled,1,no,Bad,12/26/1994,no,0
234,234,"Essex, NJ",New Jersey,154.16,18.0,no credit history,radio/tv,866,86.28,1<=X<4,4,'male mar/wid',guarantor,2,'real estate',25,none,own,1,'unskilled resident',Unknown,no,Good,12/27/1994,no,0
235,235,"Mercer, NJ",New Jersey,0.0,4.0,'critical/other existing credit',radio/tv,1544,0.0,4<=X<7,2,'male single',none,1,'real estate',42,none,own,3,'unskilled resident',2,yes,Bad,12/28/1994,yes,0
236,236,"Passaic, NJ",New Jersey,-9256.59,24.0,'existing paid',radio/tv,1823,53.53,unemployed,4,'male single',none,2,car,30,stores,Other,1,'high qualif/self emp/mgmt',2,yes,Good,12/29/1994,yes,0
237,237,"Essex, NJ",New Jersey,69.73,6.0,'existing paid','new car',14555,0.0,unemployed,1,'male single',none,2,'life insurance',23,none,own,1,'unemp/unskilled non res',1,no,Bad,12/30/1994,no,1
238,238,"Bernalillo, NM",New Mexico,57.58,21.0,'existing paid',business,2767,0.0,>=7,4,Unknown,none,2,car,61,bank,rent,0,'unskilled resident',1,no,Bad,Dec-31-1994,no,2
239,239,"Otero, NM",New Mexico,0.0,12.0,'critical/other existing credit',Unknown,1291,0.0,1<=X<4,4,'female div/dep/mar',none,2,'life insurance',31,none,own,2,Other,1,yes,Good,1/1/1995,yes,0
240,240,"Otero, NM",New Mexico,-4641.13,30.0,'existing paid',Unknown,2522,71.17,>=7,1,'male single',Unknown,3,'life insurance',39,none,own,1,skilled,2,no,Good,1/2/1995,no,0
241,241,"Clark, NV",Nevada,-4772.2,24.0,'existing paid','new car',915,0.0,>=7,4,Unknown,none,2,car,31,bank,own,0,skilled,1,no,Good,1/3/1995,no,0
242,242,"Los Angeles, CA",California,0.0,20.0,no credit history,Unknown,3234,0.0,Unknown,0,Unknown,Unknown,0,Other,31,Other,Other,0,Other,Unknown,Unknown,Good,1/4/1995,Unknown,2
243,243,"Erie, NY",New York,0.0,6.0,'existing paid',radio/tv,1595,0.0,4<=X<7,3,Unknown,none,2,Other,51,none,own,1,skilled,2,no,Bad,1/5/1995,no,0
244,244,"Monroe, NY",New York,-6913.58,48.0,'no credits/all paid','used car',4605,82.93,>=7,3,'male single',none,4,Other,24,none,'for free',2,skilled,Unknown,yes,Good,1/6/1995,yes,2
